idTrips,idVehicles,startDateTime,endDateTime,startLongitude,endLongitude,startLatitude,endLatitude
1,1,"2013-12-12 17:24:28","2013-12-12 17:34:17",-83.23433929,-83.2761472,42.66934332,42.70173949
1,2,"2013-12-10 17:52:51","2013-12-10 18:55:08",-83.35095881,-83.93143121,42.63864613,42.60538382
1,3,"2013-12-10 00:06:42","2013-12-10 00:13:19",-83.21350828,-83.13048367,42.64652315,42.61916687
1,4,"2013-12-13 18:18:12","2013-12-13 18:27:43",-83.21631294,-83.15951043,42.64644094,42.58971155
1,5,"2013-12-13 16:34:31","2013-12-13 17:09:28",-83.21564384,-83.33207137,42.6464748,42.72576373
1,6,"2013-12-16 13:12:58","2013-12-16 13:14:44",-83.21629566,-83.21498025,42.64507411,42.64602725
1,7,"2013-12-12 17:14:53","2013-12-12 18:53:35",-83.21651525,-83.18937509,42.64606597,42.68208209
1,8,"2013-12-12 17:37:10","2013-12-12 18:19:13",-83.21799416,-83.25909453,42.64600061,42.81559993
1,9,"2013-12-17 19:48:21","2013-12-17 20:20:28",-83.79485646262765,-83.79483207128942,42.506161644123495,42.506175390444696
1,10,"2013-12-12 07:39:11","2013-12-12 07:58:38",-83.1256336,-83.21748477,42.50299739,42.64637109
1,11,"2013-12-12 08:24:37","2013-12-12 08:47:24",-83.3177295,-83.23304183,42.45654632,42.6130006
1,12,"2013-12-11 17:25:46","2013-12-11 17:49:00",-83.21394087,-83.31135382,42.6459963,42.75634348
1,13,"2013-12-14 14:16:37","2013-12-14 14:31:50",-83.09683282,-83.1090223,42.52234368,42.52859345
1,14,"2013-12-17 16:27:21","2013-12-17 16:50:33",-83.20206168,-82.99765183,42.64697119,42.65567449
1,15,"2000-01-01 13:58:18","2000-01-01 15:01:44",-83.21981004439294,-83.98324124515057,42.647686433047056,43.1606188416481
2,1,"2013-12-12 18:14:56","2013-12-12 18:22:19",-83.30556616,-83.34917093,42.73425394,42.7400255
2,2,"2013-12-10 20:36:51","2013-12-10 21:48:23",-83.72212929,-83.93131368,42.29855602,42.60545039
2,3,"2013-12-10 19:46:35","2013-12-10 20:02:31",-83.21327773,-82.98989687,42.6465137,42.62087117
2,4,"2013-12-20 16:22:16","2013-12-20 16:27:12",-83.12473885,-83.14746053,42.50443078,42.51656963
2,5,"2013-12-14 13:54:47","2013-12-14 14:12:58",-83.38194045,-83.48177126,42.68760773,42.6541319
2,6,"2014-01-01 19:16:44","2014-01-01 20:22:51",-83.33990791,-83.19779499,42.23386836,42.64260101
2,7,"2013-12-13 07:53:35","2013-12-13 07:59:36",-83.19111626,-83.21231448,42.68076349,42.64677557
2,8,"2013-12-12 19:45:37","2013-12-12 19:49:45",-83.2571483,-83.26582561,42.81028198,42.82454197
2,9,"2013-12-17 21:42:52","2013-12-17 21:52:49",-83.79503390751779,-83.78657832741737,42.50637140125036,42.53758305218071
2,10,"2013-12-12 16:56:37","2013-12-12 17:40:58",-83.21496852,-83.12478972,42.64607208,42.4986513
2,11,"2013-12-12 19:35:51","2013-12-12 19:49:31",-83.18289942,-83.32057532,42.47724511,42.45562881
2,12,"2013-12-11 17:52:51","2013-12-11 17:57:44",-83.32480414,-83.3501116,42.76483128,42.77347074
2,13,"2013-12-14 15:37:16","2013-12-14 15:47:33",-83.10909378,-83.0551938,42.52876499,42.53265258
2,14,"2013-12-18 07:57:40","2013-12-18 08:33:17",-82.98520906,-83.17255692,42.68559637,42.65052603
2,15,"2013-12-12 00:03:34","2013-12-12 00:16:02",0,-83.2883757725358,0,42.70729877986014
3,1,"2013-12-13 08:07:46","2013-12-13 08:25:35",-83.34883756,-83.21962849,42.73795624,42.64640614
3,2,"2013-12-12 17:03:55","2013-12-12 17:07:18",-83.20975059,-83.2000344,42.64644596,42.64697122
3,3,"2013-12-11 07:53:11","2013-12-11 07:58:59",-83.13037381,-83.21818327,42.61952357,42.64487838
3,4,"2013-12-21 07:37:50","2013-12-21 09:05:43",-86.02826594,-86.58378266,37.11347272,35.96268601
3,5,"2013-12-16 17:35:38","2013-12-16 18:01:41",-83.21954203,-83.33238223,42.64657961,42.72653371
3,6,"2014-01-01 20:44:09","2014-01-01 20:49:25",-83.19528854,-83.24327193,42.64665758,42.64853387
3,7,"2013-12-13 17:34:53","2013-12-13 17:39:14",-83.19171561,-83.19316299,42.64832348,42.66060624
3,8,"2013-12-13 17:32:52","2013-12-13 17:40:49",-83.21983658,-83.22211866,42.67001484,42.69173596
3,9,"2013-12-17 22:04:17","2013-12-17 22:07:54",-83.78659903071821,-83.77666622400284,42.53398604225367,42.52287951763719
3,10,"2013-12-13 07:15:42","2013-12-13 07:24:51",-83.12345603,-83.06887743,42.49797122,42.52034798
3,11,"2014-01-02 16:49:20","2014-01-02 17:19:30",-83.23703273,-83.28521828,42.62435342,42.49932396
3,12,"2013-12-12 07:12:15","2013-12-12 07:41:52",-83.35022084,-83.21629574,42.77351118,42.64637032
3,13,"2013-12-16 07:54:59","2013-12-16 08:11:18",-83.04919408,-83.21423168,42.56724873,42.64658111
3,14,"2013-12-18 16:35:04","2013-12-18 17:13:33",-83.20675775,-82.97136113,42.64660152,42.68331882
3,15,"2013-12-12 22:48:36","2013-12-12 23:45:50",-83.23864133097231,-83.97970726713538,42.652958859689534,43.16136328037828
4,1,"2013-12-14 12:07:40","2013-12-14 12:21:25",-83.42311945,-83.3803121,42.72272771,42.75127884
4,2,"2013-12-12 17:11:29","2013-12-12 18:16:12",-83.28869847,-83.92928191,42.6407633,42.60766889
4,3,"2013-12-14 09:09:59","2013-12-14 10:22:55",10.78214331,10.42847634,52.4197175,51.90218552
4,4,"2013-12-21 07:49:50","2013-12-21 08:35:09",-85.70646439,-85.97713357,37.86368161,37.13648647
4,5,"2013-12-17 06:36:38","2013-12-17 06:42:17",-83.33089032,-83.33089377,42.72528831,42.72529103
4,6,"2014-01-03 17:09:27","2014-01-03 18:40:31",-83.21676456,-83.97499998,42.6459993,42.62262066
4,7,"2013-12-13 17:42:09","2013-12-13 17:47:20",-83.19334072,-83.18890712,42.6670928,42.68145796
4,8,"2013-12-13 17:42:47","2013-12-13 18:02:21",-83.22040639,-83.26145739,42.71317631,42.82032562
4,9,"2013-12-18 06:25:50","2013-12-18 07:58:11",-83.79490256309509,-83.21511106565595,42.50616009347141,42.645933106541634
4,10,"2013-12-13 07:34:05","2013-12-13 07:50:36",-83.08650547,-83.21947631,42.52738446,42.64597401
4,11,"2014-01-02 17:50:42","2014-01-02 18:08:11",-83.28440029,-83.3204918,42.49587204,42.45552167
4,12,"2013-12-13 16:28:32","2013-12-13 16:53:53",-83.21215339,-83.34971657,42.64659609,42.7712602
4,13,"2013-12-16 17:13:59","2013-12-16 17:32:39",-83.21647175,-83.12995176,42.64573615,42.56381059
4,14,"2013-12-19 15:55:46","2013-12-19 16:16:20",-83.20569979,-83.03331676,42.64675976,42.65204219
4,15,"2013-12-13 12:32:03","2013-12-13 12:58:21",-83.60475406050682,-83.21931199170649,42.876691301353276,42.64503209386021
5,1,"2013-12-15 17:22:20","2013-12-15 17:42:56",-83.28841047,-83.34896982,42.70627139,42.73829939
5,2,"2013-12-13 07:08:26","2013-12-13 07:52:10",-83.71505828,-83.21959409,42.63529291,42.64431039
5,3,"2013-12-14 15:53:16","2013-12-14 15:56:25",10.42857178,10.42857078,51.90231903,51.90231687
5,4,"2013-12-23 16:41:41","2013-12-23 16:46:06",-86.51288641,-86.51287207,35.97884798,35.97898302
5,5,"2013-12-17 06:49:56","2013-12-17 07:27:17",-83.33089442,-83.33089442,42.72529126,42.72529126
5,6,"2014-01-03 18:42:29","2014-01-03 18:55:38",-83.99211763,-84.14048402,42.61687246,42.62740276
5,7,"2013-12-13 18:48:31","2013-12-13 19:05:59",-83.19054812,-83.19053314,42.68189723,42.68189242
5,8,"2013-12-14 10:18:54","2013-12-14 10:32:57",-83.16665902,-83.09729854,42.73732725,42.68232075
5,9,"2013-12-19 06:16:20","2013-12-19 07:45:09",-83.79490725696087,-83.21656012907624,42.506116004660726,42.64577984344214
5,10,"2013-12-13 16:31:24","2013-12-13 17:02:17",-83.21404434,-83.06834042,42.6464002,42.52036559
5,12,"2013-12-16 07:19:31","2013-12-16 08:00:48",-83.34994204,-83.21549628,42.77357814,42.64642294
5,13,"2013-12-16 17:56:11","2013-12-16 18:17:47",-83.10666264,-83.05470048,42.54918072,42.5326104
5,14,"2013-12-20 14:40:35","2013-12-20 14:46:36",-83.21266492,-83.17053343,42.64652197,42.64793735
5,15,"2013-12-13 22:53:57","2013-12-14 00:11:34",-83.2193756941706,-83.97624537348747,42.64668898656964,43.1613855343312
